date	내용
2008-06-18	저가매수세 유입되며 동반 상승(주도주 : STX조선, 대우조선해양)
2008-07-24	업황 개선 기대감과 외국계 매수세 유입으로 조선주 동반 강세
2008-07-30	3분기 마진축소 우려로 동반 급락
2008-08-04	수주 취소와 업황에 대한 불안감으로 동반 급락
2008-09-08	단기급락에 따른 저가 매수세 유입으로 동반 상승
2008-10-06	업황 악화 우려로 동반 급락 마감(주도주 : 대우조선해양, STX, 한진중공업)
2008-11-21	개별호재와 구조조정 기대감, 저평가 인식 확산으로 동반 급등
2008-11-25	최근 낙폭과대에 따른 저가 매수세, 배당투자 매력, 탄탄한 현금 보유력 및 일감 확보, 안정적인 실적 등이 부각되며 동반 상승
2008-11-28	대형선사 신용등급 하향 여파에 동반 하락
2008-12-24	건설, 중소 조선사 등에 대한 구조조정 본격화에 따른 실적 악화 우려감으로 동반 하락
2009-01-02	수주기대감 및 중소형 조선사들 구조조정 본격화 소식 등에 힘입어 동반 상승
2009-03-03	원/달러 환율 급등에 따른 수혜 기대감으로 동반 상승(주도주 : 현대중공업, 삼성중공업, STX조선)
2009-03-04	중국정부의 추가 경기 부양책 발표와 중국의 추가 원유 비축 기대감에 동반 상승(주도주 : STX, STX조선, 삼성중공업, 대우조선해양, 현대미포조선, 현대중공업)
2009-04-21	브라질 페트로브라스 수주 기대감과 네덜란드 로얄더취셀과 호주의 고르곤 프로젝트 등 하반기 대형 해양사업 및 STX프랑스 크루즈사의 7,000억 상당의 군용 수송함 수주 소식(주도주 : STX조선해양, STX, 삼성중공업, 현대미포조선 등...)
2009-04-23	정부의 해운산업 경쟁력 강화방안 발표에 조선, 해운주 동반 상승(주도주 : STX조선해양, 현대중공업, 현대미포조선)
2009-06-03	발틱건화물지수(BDI) 상승세에 힘입어 동반 상승(주도주 : 한진중공업, 삼성중공업, 현대중공업, STX조선해양)
2009-07-16	실적회복 기대감에 동반 상승(주도주 : 삼성중공업, 대우조선해양, STX조선해양, 현대중공업)
2009-07-30	삼성중공업의 500억 달러 규모 로열더치셸사의 LNG-FPSO 장기공급 계약체결 소식에 동반 상승(주도주 : STX, 대우조선해양, 한진중공업, 현대중공업, 삼성중공업)
2009-09-10	저가매수세와 고르곤 수주 기대감, 개별호재로 조선주 동반 급등(주도주 : 대우조선해양, STX조선해양, 한진중공업, 삼성중공업)
2009-09-18	순환매가 유입되며 동반 강세(주도주 : 한진중공업, STX조선해양, 대우조선해양, 삼성중공업, 현대중공업)
2009-09-30	세계 3위의 컨테이너 선사인 프랑스 CMA-CGM의 모라토리엄(채무상환유예) 선언 소식이 전해지면서 조선주 주가 동반 급락
2009-10-05	저가매수세 유입과 프랑스 선사 회생모색 소식에 소폭 상승(주도주 : 대우조선해양, 한진중공업, STX조선해양)
2009-10-27	대만 해운사 TMT의 자금난 우려에 따른 선박 납기 연기 및 취소 우려로 조선주 소폭 하락
2009-10-29	글로벌 선사들의 잇따른 유동성 악화 소식 및 외국계 증권사의 비관적 분석으로 연일 하락
2009-12-03	中 조선업체 구조조정 기대감으로 동반 상승
2010-01-07	경기회복에 따른 수주 증가 기대감과 저평가 매력 부각 등으로 동반 급등(주도주 : 현대미포조선, 현대중공업, STX조선해양, 대우조선해양, 삼성중공업, 한진중공업)
2010-01-14	中 긴축우려가 과도했다는 분석이 나오면서 동반 상승(주도주 : 현대중공업, 한진중공업)
2010-01-15	개별 호재와 저가매수세 유입으로 동반 상승(주도주 : 대우조선해양, 현대중공업, 현대미포조선, 한진중공업, STX조선해양)
2010-02-11	저가 매력 부각과 그리스 구제안 도출시 수혜 전망으로 상승(주도주 : 현대미포조선, 현대중공업, STX조선해양, 삼성중공업, 한진중공업 등...)
2010-02-22	신조선가 저점 확인 분석과 개별 호재에 힘입어 동반 상승(주도주 : STX, 한진중공업, 대우조선해양, STX조선해양, 현대미포조선, 삼성중공업, 현대중공업)
2010-03-18	현대중공업의 수주 취소 여파로 일부 조선주 약세
2010-04-05	수익성 악화 우려감에 동반 하락
2010-04-12	신조선가 반등소식에 조선주 동반 상승(주도주 : 한진중공업, STX조선해양, 현대중공업, 대우조선해양)
2010-04-14	선박온실가스규제 수혜 전망으로 동반 상승(주도주 : 대우조선해양, 삼성중공업 등...)
2010-04-15	신규 수주 기대감으로 동반 상승(주도주 : STX조선해양, 현대중공업, 대우조선해양 등...)
2010-05-24	저가 매수세 유입으로 동반 상승(주도주 : 현대중공업, 삼성중공업, 현대미포조선, STX 등...)
2010-06-11	글로벌 경기 회복 기대감과 저가 매수세 유입으로 상승(주도주 : 현대중공업, 한진중공업, 삼성중공업, STX조선해양, 현대미포조선, 대우조선해양)
2010-06-21	조선업체들의 수주실적이 바닥을 지나 회복추세를 보이고 있는 가운데, 위안화 절상시 수혜도 전망 되면서 동반 상승(주도주 : STX조선해양, 삼성중공업, 현대중공업, 한진중공업, 대우조선해양 등...)
2010-07-02	저가 매수세 유입과 수주 호재에 일부 조선주 상승(주도주 : 현대미포조선, 현대중공업, 삼성중공업, STX조선해양, 대우조선해양 등...)
2010-07-05	점진적인 업황 개선이 기대된다는 전망에 상승(주도주 : STX조선해양, 현대미포조선, 현대중공업, 삼성중공업 등...)
2010-07-22	양호한 실적 및 수주 기대 등의 개별 호재로 동반 상승(주도주 : 현대중공업, 대우조선해양 등...)
2010-08-27	수주호조 기대감(고부가가치 선박수주 집중)에 동반 상승(주도주 : 대우조선해양, 삼성중공업, STX조선해양, 현대중공업)
2010-09-13	업황 개선 기대감에 동반 급등(주도주 : STX조선해양, 대우조선해양, 현대중공업, 현대미포조선, 삼성중공업 등...)
2010-09-27	업황 호전 기대감 및 가격 메리트 부각으로 동반 상승(주도주 : STX, 대우조선해양, 현대중공업, 삼성중공업, 현대미포조선, 한진중공업)
2010-10-06	업황회복 기대감과 순환매 유입으로 동반 상승(주도주 : STX조선해양, 현대중공업, 한진중공업, STX, 현대미포조선, 대우조선해양, 삼성중공업)
2010-10-07	업황회복과 한/EU FTA효과 기대감에 동반 상승(주도주 : STX, 한진중공업, 대우조선해양, 현대중공업, 삼성중공업, STX조선해양, 현대미포조선)
2010-10-25	위안화 절상 기대감과 외국계창구로 매수세 유입되며 동반 상승(주도주 : STX조선해양, 현대중공업, 현대미포조선, 삼성중공업, 대우조선해양, 한진중공업)
2010-11-02	수주 모멘텀과 실적 개선 기대감으로 상승(주도주 : 한진중공업, STX조선해양, 대우조선해양, 현대미포조선, 삼성중공업, 현대중공업)
2010-12-14	잇따른 수주소식과 업황 회복 기대감에 급등(주도주 : 현대중공업, STX조선해양 등..)
2010-12-15	잇따른 수주 소식과 업황 회복 기대감에 이틀째 상승(주도주 : 현대미포조선, 대우조선해양 등...)
2010-12-17	내년 긍정적 주가 모멘텀 기대감에 동반 상승(주도주 : 현대미포조선, 현대중공업, 한진중공업, 삼성중공업, STX조선해양, 대우조선해양, STX)
2010-12-23	국제유가 급등으로 유전개발이 속속 재개되면서 원유 채굴용 해양플랜트 시장이 내년 사상 최대 규모로 확대될 전망에 관련주 동반 상승(주도주 : STX조선해양, 한진중공업, 대우조선해양, STX 등...)
2010-12-24	국제유가 상승으로 원유 채굴용 해양플랜트시장 확대와 고효율선박 발주 증가 기대감에 동반 상승(주도주 : 현대미포조선, 삼성중공업, 현대중공업, STX조선해양, 대우조선해양 등...)
2011-01-13	실적 기대감에 동반 상승(주도주 : STX, 삼성중공업, STX조선해양, 대우조선해양)
2011-02-08	외국인/기관 차익실현 매물로 동반 하락(관련주 : STX, STX조선해양, 대우조선해양, 삼성중공업, 현대미포조선, 한진중공업, 현대중공업)
2011-02-09	외국인들의 차익실현 매물에 따른 수급 부담 등으로 연일 약세(주도주 : 삼성중공업, 대우조선해양, 현대중공업, 현대미포조선, 한진중공업, STX조선해양)
2011-03-14	일본 대지진(3.11) 발생으로 인한 일본 철강업체들의 조업중단 여파로 조선용 후판가격 인상 우려에 조선주 동반 하락(관련주 : STX조선해양, STX, 한진중공업, 현대미포조선, 대우조선해양, 삼성중공업, 현대중공업)
2011-03-16	저가매수세 유입되며 동반 상승(주도주 : 대우조선해양, 삼성중공업, 현대중공업, STX조선해양, 현대미포조선, STX, 한진중공업 등...)
2011-03-17	LNG수요 증가 전망에 이틀째 상승(주도주 : 대우조선해양, 현대중공업 등..)
2011-04-06	업황 개선 추세 지속 전망으로 상승(주도주 : 대우조선해양, 한진중공업, 삼성중공업, 현대미포조선, 현대중공업)
2011-04-08	견조한 해외수주 실적에 힘입어 동반 상승(주도주 : 대우조선해양, STX조선해양, 현대중공업, 삼성중공업, 한진중공업, 현대미포조선)
2011-04-19	POSCO의 조선용 철강재 가격 인상소식에 동반 하락
2011-04-25	2분기 실적호전 기대에 동반 상승(주도주 : 한진중공업, 대우조선해양, STX조선해양, STX, 삼성중공업, 현대미포조선, 현대중공업)
2011-05-18	순환매 유입으로 동반 상승(주도주 : 현대중공업, STX조선해양, 삼성중공업, 대우조선해양, 한진중공업)
2011-05-23	하반기 조선업황에 대한 부정적 평가로 동반 하락
2011-05-30	수주 특수 기대감에 동반 상승(주도주 : STX조선해양, 대우조선해양, 삼성중공업, STX, 현대중공업)
2011-05-31	수주 모멘텀 기대로 동반 상승(주도주 : 현대중공업, STX, 현대미포조선, 한진중공업, STX조선해양, 대우조선해양, 삼성중공업)
2011-06-01	수주 모멘텀에 힘입어 동반 상승(주도주 : STX조선해양, STX, 대우조선해양, 삼성중공업, 현대미포조선)
2011-06-13	증권사 긍정적 분석에 힘입어 일부 조선주 동반 상승(주도주 : 대우조선해양, 삼성중공업, 현대중공업, 현대미포조선)
2011-06-22	에너지 산업으로 인한 수주 모멘텀 기대에 상승(주도주 : STX, STX조선해양, 삼성중공업, 한진중공업, 현대중공업, 현대미포조선, 대우조선해양)
2011-06-29	하반기 수주 모멘텀 지속 전망에 상승(주도주 : 삼성중공업, STX조선해양, 대우조선해양, 한진중공업, 현대중공업, 현대미포조선)
2011-07-21	현대중공업의 2분기 실적 부진에 조선주 동반 하락(관련주 : 현대중공업, 현대미포조선, STX조선해양, 삼성중공업, STX)
2011-08-01	증권사 긍정적 평가에 소폭 상승(주도주 : 대우조선해양, STX, 삼성중공업, 현대중공업, STX조선해양)
2011-08-29	하반기 해양설비 수주 기대감에 동반 상승(주도주 : 현대중공업, 대우조선해양, 한진중공업, STX조선해양, 삼성중공업 등...)
2011-09-14	2012년 LNG선 발주량 감소 전망에 동반 하락
2011-09-23	발주 감소 우려로 급락, 무더기 52주 신저가
2011-10-06	유럽발 재정위기 완화 기대감 및 저가 매수세 유입으로 동반 상승(주도주 : 현대중공업, 삼성중공업, 현대미포조선, STX, 대우조선해양, STX조선해양, 한진중공업)
2011-10-10	한진중공업 노사갈등 해결 기대감과 밸류에이션 매력 부각으로 동반 상승(주도주 : 한진중공업, STX, 삼성중공업, STX조선해양, 대우조선해양)
2011-10-24	유로존 재정위기 우려 완화 기대감에 동반 상승(주도주 : 삼성중공업, 현대중공업, 현대미포조선, 대우조선해양, STX조선해양, 한진중공업, STX)
2011-10-27	유럽 부채문제 해결 기대감에 동반 상승(주도주 : 대우조선해양, 현대미포조선, 삼성중공업, 현대중공업, STX조선해양, STX, 한진중공업)
2011-10-28	유럽 재정위기 해결 기대감에 동반 상승(주도주 : 한진중공업, 현대미포조선, STX, 삼성중공업, STX조선해양, 대우조선해양, 현대중공업)
2011-11-02	유럽 위기 재부각으로 동반 하락
2011-11-10	유럽 發 리스크 재부각으로 급락
2011-12-01	유로존 재정위기 우려 완화와 중국 조선사 줄도산 위기 소식 등으로 동반 상승(주도주 : 현대중공업, 삼성중공업, 현대미포조선, STX, 대우조선해양, 한진중공업, STX조선해양)
2012-01-31	대우조선해양의 초대형 원유운반선 수주소식과 업종 저평가 인식 확산으로 동반 상승(주도주 : 대우조선해양, 삼성중공업, STX, 현대중공업, STX조선해양, 현대미포조선)
2012-02-20	중국의 지급준비율 인하 소식에 일부 관련주 상승(주도주 : 대우조선해양, 현대중공업, STX)
2012-02-28	업황 개선 기대감에 동반 상승(주도주 : 대우조선해양, 삼성중공업, 현대미포조선 등...)
2012-02-29	업황 개선 기대감과 잇따른 수주 소식에 소폭 상승(주도주 : 대우조선해양, 현대미포조선, 삼성중공업, 현대중공업 등...)
2012-03-09	업황개선 기대감에 일부 관련주 상승(주도주 : 현대미포조선, 삼성중공업, 현대중공업 등..)
2012-04-13	업황 회복 기대감에 동반 상승(주도주 : 대우조선해양, 한진중공업, 삼성중공업, STX조선해양, 현대미포조선 등...)
2012-04-18	실적개선과 신규수주 기대감에 동반 상승(주도주 : 대우조선해양, 삼성중공업, STX조선해양, 현대미포조선, STX, 현대중공업)
2012-04-30	해양 플랜트와 LNG관련 설비 발주 증가 기대감에 상승(주도주 : 삼성중공업, 대우조선해양, STX조선해양, 현대미포조선, 한진중공업)
2012-05-07	유로존 우려 재부각에 동반 하락
2012-05-09	유로존 위기 및 밸류에이션 부담에 동반 하락
2012-05-29	수주증가 기대감에 상승(주도주 : 대우조선해양, 삼성중공업 등..)
2012-06-07	해양부문 수주 회복 및 경기회복 기대감에 상승(주도주 : 현대중공업, 삼성중공업, 대우조선해양, 한진중공업 등...)
2012-06-11	유럽 재정위기 우려 완화로 동반 상승(주도주 : 대우조선해양, 삼성중공업, 현대미포조선, 현대중공업, STX, STX조선해양)
2012-06-18	그리스 안도감 및 증권사 호평 등에 힘입어 동반 상승(주도주 : 삼성중공업, STX조선해양, 현대미포조선, 대우조선해양, 현대중공업, 한진중공업)
2012-06-22	글로벌 경기 둔화 우려로 동반 하락
2012-07-03	현대중공업의 초대형 컨테이너선 수주 소식에 동반상승(주도주 : 대우조선해양, 현대중공업, 현대미포조선, 한진중공업, STX조선해양 등...)
2012-07-27	유로존 재정위기 완화 기대감에 동반 상승(주도주 : 대우조선해양, 현대중공업, STX조선해양, 한진중공업, 삼성중공업, 현대미포조선 등...)
2012-07-31	유로존 재정위기 완화 기대감에 동반 상승(주도주 : STX조선해양, STX, 대우조선해양, 현대중공업, 삼성중공업, 현대미포조선, 한진중공업)
2012-08-06	글로벌 경기회복 기대감에 동반 상승(주도주 : 현대중공업, STX조선해양, 대우조선해양, 한진중공업, 현대미포조선 등...)
2012-08-09	유로존 위기 해결 기대감 및 글로벌 경기 부양 기대감 등으로 상승(주도주 : 대우조선해양, 현대미포조선, 한진중공업 등...)
2012-08-14	현대중공업 및 삼성중공업의 실적 부진 소식에에 동반 하락
2012-08-17	유럽 재정위기 해결 기대감에 소폭 상승(주도주 : 현대중공업, 현대미포조선, STX조선해양 등...)
2012-08-24	유럽 경기 둔화 우려와 선가 하락 지속 등으로 동반 하락
2012-08-30	대형 조선업체들의 잇따른 실적 부진으로 동반 하락
2012-09-07	유럽 재정위기 해결 기대감에 동반 상승(주도주 : 현대미포조선, 삼성중공업, 대우조선해양, 현대중공업 등...)
2012-09-12	독일 헌법재판소의 유로화안정화기구(ESM) 위헌 여부 판결에 대한 긍정적 전망에 동반 상승(주도주 : STX, 현대중공업, 한진중공업, 대우조선해양 등...)
2012-09-14	美 연방준비제도(Fed)가 3차 양적완화(QE3)를 포함한 강력한 부양책을 발표함에 따라 글로벌 경기 회복 기대감에 동반 상승
2012-10-18	유럽 위기 완화 기대감에 상승(주도주 : 대우조선해양, 현대미포조선, 현대중공업, 삼성중공업 등...)
2012-10-24	유럽 재정위기 우려가 다시 부각된 영향으로 동반 하락
2012-11-02	삼성중공업의 어닝서프라이즈에 투자심리가 개선되며 조선주 동반 상승(주도주 : STX, 삼성중공업, STX조선해양, 대우조선해양, 현대중공업 등...)
2012-11-19	내년 상선시장 회복 전망으로 동반 상승(주도주 : STX조선해양, STX, 대우조선해양, 현대중공업, 삼성중공업 등...)
2012-11-29	2013년 긍정적인 업황 전망에 상승(주도주 : STX조선해양, 대우조선해양, 한진중공업, 현대미포조선 등...)
2012-12-11	저평가매력 부각에 동반 상승(주도주 : STX조선해양, 대우조선해양, STX, 현대중공업, 한진중공업 등...)
2013-02-19	LNG추진선 등장에 따른 조선업 패러다임 변화 전망에 관련주 상승(주도주 : STX조선해양, 대우조선해양, 현대미포조선 등...)
2013-03-06	미국의 LNG 수출 승인에 따른 LNG선 발주 움직임 증가 전망에 상승(주도주 : STX조선해양, 현대중공업, 한진중공업 등...)
2013-03-25	Eco-ship 수주증가에 따른 실적개선 전망에 관련주 상승(주도주 : 대우조선해양, 현대중공업, 삼성중공업, 현대미포조선 등...)
2013-04-12	올해 실적 개선이 어렵다는 분석에 동반 하락
2013-05-09	4분기 업황 회복 기대감에 동반 상승(주도주 : 현대미포조선, 대우조선해양, 현대중공업, 한진중공업, 삼성중공업 등...)
2013-06-04	조선업황 개선 전망에 관련주 상승(주도주 : 대우조선해양, 한진중공업, 삼성중공업, 현대중공업 등...)
2013-07-05	유럽, 통화완화정책 유지 소식에 관련주 동반 상승(주도주 : 대우조선해양, 삼성중공업)
2013-07-08	상선 업황 개선 기대감 등으로 상승(주도주 : 현대미포조선, 삼성중공업, 현대중공업, 대우조선해양 등)
2013-07-22	선가 상승 및 수주 증가 기대감에 동반 상승(주도주 : 한진중공업, 현대중공업, 대우조선해양 등)
2013-09-03	유럽 경기 회복 기대감에 상승(주도주 : 현대미포조선, 한진중공업 등)
2013-09-09	업황 회복 기대감에 상승(주도주 : 현대중공업, 대우조선해양 등)
2013-09-10	조선 업황 회복 기대감에 관련주 상승(주도주 : 한진중공업, 대우조선해양 등)
2013-09-16	업황 회복 기대감에 동반 상승(현대중공업, 삼성중공업 등)
2013-09-17	업황 회복 기대감에 연일 상승(주도주 : 현대미포조선, STX조선해양)
2013-09-27	업황 회복 기대감에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선, 삼성중공업)
2013-10-08	업황 회복 기대감에 관련주 상승(주도주 : 현대중공업, 대우조선해양 등)
2013-10-15	업황 개선 기대감에 일제히 상승(주도주 : 현대미포조선, 현대중공업, 한진중공업)
2013-10-17	조선업황 회복 전망에 관련주 상승(주도주 : 삼성중공업, 대우조선해양)
2013-11-08	유럽중앙은행 금리인하와 선가 상승에 따른 실적 개선 전망에 상승(주도주 : 대우조선해양, 현대미포조선, 현대중공업)
2013-11-12	FLNG 관련 생산설비 수주 증가에 따른 실적호조 전망에 관련주 상승(주도주 : 현대미포조선, 대우조선해양)
2013-11-15	업황 개선 기대감 및 대우조선해양의 호실적에 힘입어 동반 상승(주도주 : 대우조선해양, 현대중공업, 한진중공업)
2013-12-16	잇단 대규모 수주 소식에 동반 상승(주도주 : 현대미포조선, 대우조선해양)
2013-12-17	조선 "빅3" 올해 수주목표 달성 소식에 동반 상승(주도주 : 삼성중공업, 현대미포조선, 대우조선해양)
2014-01-10	실적 악화 우려로 하락
2014-03-05	조선 업황 회복세에 상승(주도주 : 현대미포조선,삼성중공업,한진중공업)
2014-03-24	선가 상승 추세에 관련주 상승(주도주 : 대우조선해양)
2014-05-13	수주액 증가와 이익률 상승 전망에 상승(주도주 : 삼성중공업)
2014-05-22	중국 경제지표 개선에 경기민감주 상승(주도주 : 삼성중공업,대우조선해양)
2014-07-07	2분기 실적 우려감에 동반 하락(주도주 : 삼성중공업,대우조선해양,한진중공업)
2014-07-23	조선업종 하락 리스크 감소에 관련주 상승(주도주 : 대우조선해양,삼성중공업)
2014-07-30	대형사 어닝쇼크에 관련주 하락(주도주 : 현대중공업)
2014-08-12	조선 수주실적 세계 1위 탈환 소식에 관련주 상승(주도주 : 대우조선해양,삼성중공업,현대중공업)
2014-08-20	신용등급 전망 하향 조정 소식에 하락
2014-10-20	신규 수주 회복세 분석에 상승(주도주 : 삼성중공업,대우조선해양,현대미포조선)
2014-11-28	OPEC 감산 합의 불발에 하락
2014-12-01	국제유가 급락 소식에 하락
2014-12-04	선박 인도량 중국 추월 소식에 관련주 상승(주도주 : 현대중공업,대우조선해양,현대미포조선)
2014-12-09	국제유가 급락 소식에 하락
2014-12-17	국제유가 급락세가 진정되며 관련주 상승(주도주 : 한진중공업, 현대미포조선, 대우조선해양)
2015-01-06	유가 급락에 동반 하락
2015-01-19	국제유가 급등에 동반 상승(주도주 : 현대미포조선, 대우조선해양, 현대중공업)
2015-01-22	국제유가 반등에 동반 상승(주도주 : 대우조선해양,현대중공업,삼성중공업)
2015-01-27	저가 매수세 유입으로 상승(주도주 : 대우조선해양,삼성중공업,현대미포조선)
2015-02-02	국제유가 폭등에 상승(주도주 : 현대중공업,한진중공업)
2015-02-26	상선발주 랠리 기대감에 관련주 상승(주도주 : 대우조선해양,현대중공업,현대미포조선)
2015-03-02	대형 컨테이너선 발주 호조 및 국제유가 반등 소식에 상승(주도주 : 한진중공업,대우조선해양,현대미포조선)
2015-03-04	조선업 수출 성장세 증가 전망에 일부 관련주 소폭 상승(주도주 : 한진중공업,현대중공업)
2015-03-16	국제유가 급락 소식에 조선주 하락
2015-03-19	국제유가 반등에 상승(주도주 : 한진중공업, 현대중공업, 대우조선해양)
2015-04-07	유가 급등에 상승(주도주 : 현대미포조선, 한진중공업, 현대중공업)
2015-04-08	국제 유가 급등에 관련주 상승(주도주 : 현대미포조선, 현대중공업)
2015-04-29	1분기 수주 부진에 따른 실적 우려감에 하락
2015-05-19	4월 매출 개선 소식에 상승(주도주 : 한진중공업,현대중공업,현대미포조선)
2015-06-22	中 선박 수주량 증가 전망에 상승(주도주 : 현대미포조선,현대중공업)
2015-07-01	삼성중공업 대규모 수주 소식에 동반 상승(주도주 : 삼성중공업,대우조선해양,현대미포조선)
2015-07-06	그리스發 악재로 하락
2015-07-14	실적 부진 전망에 하락
2015-07-15	대우조선해양 2조원대 손실 은폐의혹 및 워크아웃설에 하락
2015-07-17	조선주 2분기 실적 악화 우려에 관련주 하락
2015-07-20	대규모 적자 우려로 하락
2015-07-21	산업은행, 대우조선해양 자금지원 소식에 강세(주도주 : 대우조선해양,현대중공업,삼성중공업)
2015-07-30	2분기 실적 부진에 하락
2015-08-21	조선업종 노조연대 공동파업 결의 소식에 하락
2015-10-12	실적 개선 기대감에 상승(주도주 : 현대중공업,삼성중공업,대우조선해양)
2016-04-19	구조조정 본격화 기대감 및 실적 턴어라운드 기대감에 상승
2016-04-25	구조조정 우려에 하락
2016-04-26	금융위원장의 정부 주도 빅딜 지양 발언에 상승(주도주 : 현대중공업,현대미포조선)
2016-04-27	구조조정에 대한 부담감을 다소 덜어내며 상승
2016-05-09	대대적 구조조정 우려가 지속되면서 조선, 해운, 은행 섹터 동반 하락
2016-05-12	현대미포조선의 수주 소식과 현대중공업의 자구안 제출 소식에 동반 상승
2016-05-31	대우조선해양의 추가 자구안 마련 소식과 템플턴자산운용의 삼성중공업 지분 확보 소식, 한진중공업에 대한 생존경쟁력 확보 분석 등이 각각 호재로 작용하며 조선주 동반 상승
2016-06-03	조선 빅3 구조조정 기대감에 상승(주도주 : 삼성중공업,한진중공업,현대미포조선)
2016-07-28	현대중공업, 현대미포조선 실적 호조에 관련주 상승(주도주 : 현대미포조선,현대중공업)
2016-08-08	조선업종 긍정적 분석에 소폭 상승
2016-08-26	현대중공업, 현대미포조선 7월 실적 악화에 관련주 하락
2016-11-01	정부 구조조정안 실망감에 하락
2016-12-12	수주량 증가에 따른 긍정적 주가 흐름 기대감 등에 상승(주도주 : 현대중공업,삼성중공업,현대미포조선)
2017-02-21	LNG선 발주 증가에 따른 수혜 기대감에 관련주 상승(주도주 : 현대미포조선,현대중공업,삼성중공업)
2017-03-16	달러 강세 완화에 따른 씨클리컬 업종 상승 기대감에 관련주 상승(주도주 : 현대미포조선, 현대중공업, 삼성중공업)
2017-04-26	현대중공업그룹 올해 수주 호조 소식에 상승(주도주 : 삼성중공업,현대미포조선)
2017-05-23	국제유가 상승에 정유주와 조선주 동반 상승(주도주 : 현대중공업, 삼성중공업, 한진중공업)
2017-06-05	잇따른 선박 수주 소식에 소폭 상승
2017-06-13	선박 수주 호조 소식에 상승(주도주 : 삼성중공업,현대미포조선,현대중공업)
2017-08-25	삼성중공업의 셔틀탱커 수주 소식에 동반 상승(주도주 : 삼성중공업, 한진중공업, 현대미포조선)
2017-09-19	조선 업황 개선 전망에 상승(주도주 : 현대중공업, 현대미포조선, 삼성중공업)
2017-09-26	수주 기대감에 상승(주도주 : 삼성중공업,한진중공업,현대중공업,현대미포조선)
2017-10-11	9월 글로벌 수주 1위 소식에 상승(주도주 : 현대미포조선,삼성중공업)
2017-11-07	현대중공업의 실적 개선 기대감 및 현대미포조선의 중형 유조선 수주 기대감에 동반 상승(주도주 : 한진중공업, 삼성중공업, 대우조선해양, 현대중공업, 현대미포조선)
2017-12-05	수주 선가 상승 기대감에 상승(주도주 : 현대미포조선,한진중공업,현대중공업,삼성중공업)
2017-12-06	삼성중공업, 실적 부진 및 1.5조원 규모 유증 계획 소식 등에 동반 하락
2017-12-27	현대중공업그룹 실적 악화 전망 및 대규모 유상증자 계획 발표 등으로 동반 하락
2018-01-03	업황 회복 및 수주 기대감 등으로 상승
2018-01-10	턴어라운드 기대감과 저평가 매력 부각 등으로 상승(주도주 : 삼성중공업, 현대미포조선, 현대중공업)
2018-01-23	수주 증가 기대감 등으로 관련주 상승(주도주 : 삼성중공업, 현대미포조선, 현대중공업, 한진중공업)
